{24.368427 ,  45.173447    },
{48.940117 ,  44.340622    },
{75.722664 ,  45.858303    },
{99.75503 ,  45.352245     },
{126.12886 ,  46.65009     },
{150.0469 ,  46.50214      },
{176.0117 ,  47.56996      },
{199.4287 ,  47.35594      },
{225.25305 ,  48.34467     },
{248.40082 ,  48.42904     },
{273.64163 ,  49.1985      },
{296.7394 ,  49.553352     },
{321.48837 ,  49.983192    },
{344.5358 ,  50.62496      },
{368.9119 ,  50.859375     },
{391.50043 ,  51.743786    },
{415.60773 ,  51.713707    },
{437.89792 ,  52.75145     },
{461.78104 ,  52.67656     },
{483.77966 ,  53.92771     },
{507.36435 ,  53.603172    },
{529.06915 ,  55.29038     },
{23.51336 ,  68.37638      },
{49.979813 ,  70.42976     },
{74.79384 ,  69.55299      },
{100.953896 ,  70.93903    },
{125.19528 ,  70.42576     },
{151.09892 ,  71.62047     },
{175.16705 ,  71.239815    },
{200.50185 ,  72.23096     },
{224.47336 ,  72.145294    },
{249.3327 ,  72.763535     },
{273.09045 ,  73.0073      },
{297.59296 ,  73.5452      },
{321.13174 ,  73.9803      },
{345.38657 ,  74.26129     },
{368.4384 ,  74.8877       },
{392.4421 ,  74.869934     },
{415.21738 ,  75.88331     },
{438.91013 ,  75.65268     },
{461.30484 ,  76.880585    },
{484.772 ,  76.49086       },
{506.8865 ,  77.897766     },
{530.0024 ,  76.71654      },
{24.114084 ,  95.08567     },
{49.45047 ,  93.648964     },
{75.34693 ,  95.26178      },
{100.361786 ,  94.575005   },
{126.01595 ,  95.69369     },
{150.52028 ,  95.36865     },
{175.82166 ,  96.18623     },
{200.06291 ,  95.99778     },
{225.08119 ,  96.60739     },
{249.10489 ,  96.724434    },
{273.48502 ,  97.095665    },
{297.49863 ,  97.39931     },
{321.605 ,  97.70451       },
{345.0742 ,  98.19893      },
{369.14206 ,  98.25703     },
{392.1425 ,  98.96979      },
{415.8517 ,  98.876434     },
{438.61154 ,  99.563774    },
{462.07886 ,  99.51016     },
{484.57953 ,  100.64372    },
{507.74704 ,  99.985916    },
{529.93414 ,  101.83769    },
{24.025118 ,  118.31083    },
{49.836533 ,  119.9908     },
{75.27944 ,  118.984146    },
{100.69899 ,  120.22421    },
{125.80142 ,  119.59263    },
{150.91493 ,  120.45035    },
{175.6791 ,  120.06236     },
{200.43193 ,  120.79284    },
{224.94656 ,  120.6877     },
{249.3421 ,  121.03733     },
{273.51065 ,  121.17558    },
{297.7365 ,  121.46364     },
{321.68042 ,  121.75607    },
{345.53683 ,  121.80918    },
{369.00372 ,  122.40556    },
{392.68665 ,  122.21957    },
{415.86557 ,  122.993065   },
{439.25037 ,  122.732254   },
{461.97253 ,  123.723564   },
{485.03604 ,  123.21926    },
{507.67844 ,  124.367485   },
{530.5258 ,  123.22007     },
{24.269249 ,  144.87439    },
{49.670753 ,  143.36266    },
{75.292595 ,  144.74886    },
{100.64583 ,  143.87735    },
{125.690346 ,  144.76405   },
{151.10645 ,  144.3327     },
{175.46216 ,  144.93764    },
